-3.88381 0
-3.88369 0.015625

-3.88369 0.015625
-3.88332 0.03125

-3.88332 0.03125
-3.88272 0.046875

-3.88272 0.046875
-3.88186 0.0625

-3.88186 0.0625
-3.88077 0.078125

-3.88077 0.078125
-3.87942 0.09375

-3.87942 0.09375
-3.87783 0.109375

-3.87783 0.109375
-3.87599 0.125

-3.87599 0.125
-3.875 0.132393

-3.875 0.132486
-3.87391 0.140625

-3.87391 0.140625
-3.87157 0.15625

-3.87157 0.15625
-3.86897 0.171875

-3.86897 0.171875
-3.86612 0.1875

-3.86613 0.1875
-3.86302 0.203125

-3.86302 0.203125
-3.85966 0.21875

-3.85957 0.21875
-3.85938 0.219579

-3.85938 0.220019
-3.85605 0.234375

-3.85604 0.234375
-3.85215 0.25

-3.85215 0.25
-3.848 0.265625

-3.848 0.265625
-3.84375 0.280659

-3.84375 0.280688
-3.84359 0.28125

-3.84358 0.28125
-3.83889 0.296875

-3.83889 0.296875
-3.83392 0.3125

-3.83392 0.3125
-3.82868 0.328125

-3.82848 0.328125
-3.82812 0.329124

-3.82812 0.329756
-3.82317 0.34375

-3.82315 0.34375
-3.81733 0.359375

-3.81732 0.359375
-3.8125 0.371667

-3.8125 0.371807
-3.81125 0.375

-3.81121 0.375
-3.80478 0.390625

-3.80478 0.390625
-3.79804 0.40625

-3.79781 0.40625
-3.79688 0.408314

-3.79688 0.408935
-3.79103 0.421875

-3.79099 0.421875
-3.78361 0.4375

-3.78344 0.4375
-3.78125 0.441939

-3.78125 0.442465
-3.77599 0.453125

-3.77591 0.453125
-3.76787 0.46875

-3.76764 0.46875
-3.76562 0.472504

-3.76562 0.473093
-3.75956 0.484375

-3.75948 0.484375
-3.75073 0.5

-3.75033 0.5
-3.75 0.500573

-3.75 0.501309
-3.74165 0.515625

-3.74161 0.515625
-3.73438 0.527521

-3.73438 0.527657
-3.73219 0.53125

-3.73213 0.53125
-3.72224 0.546875

-3.72204 0.546875
-3.71875 0.551902

-3.71875 0.552333
-3.71205 0.5625

-3.71195 0.5625
-3.70312 0.575362

-3.70312 0.575422
-3.70129 0.578125

-3.70124 0.578125
-3.69008 0.59375

-3.68982 0.59375
-3.6875 0.596953

-3.6875 0.597324
-3.67854 0.609375

-3.67839 0.609375
-3.67188 0.61787

-3.67188 0.617966
-3.66648 0.625

-3.66638 0.625
-3.65625 0.637562

-3.65625 0.637629
-3.65382 0.640625

-3.65379 0.640625
-3.64067 0.65625

-3.64062 0.656306
-3.627 0.671875

-3.62682 0.671875
-3.625 0.673907

-3.625 0.674098
-3.61277 0.6875

-3.61261 0.6875
-3.60938 0.690957

-3.60938 0.691052
-3.59792 0.703125

-3.59777 0.703125
-3.59375 0.707235

-3.59375 0.707333
-3.58233 0.71875

-3.58227 0.71875
-3.57812 0.722802

-3.57812 0.722907
-3.56602 0.734375

-3.56607 0.734375
-3.5625 0.737713

-3.5625 0.737742
-3.54906 0.75

-3.5491 0.75
-3.54688 0.751994

-3.54688 0.751989
-3.53128 0.765625

-3.53135 0.765625
-3.53125 0.765714

-3.53125 0.765646
-3.51562 0.778749

-3.51562 0.778729
-3.51251 0.78125

-3.51251 0.78125
-3.5 0.791314

-3.5 0.791318
-3.49272 0.796875

-3.49286 0.796875
-3.48438 0.803356

-3.48438 0.803337
-3.47201 0.8125

-3.47224 0.8125
-3.46875 0.815022

-3.46875 0.814946
-3.45312 0.826065

-3.45312 0.826064
-3.45005 0.828125

-3.45011 0.828125
-3.4375 0.836737

-3.4375 0.836678
-3.42672 0.84375

-3.42699 0.84375
-3.42188 0.847068

-3.42188 0.846973
-3.40625 0.856806

-3.40625 0.856769
-3.40193 0.859375

-3.40201 0.859375
-3.39062 0.866246

-3.39062 0.86622
-3.37546 0.875

-3.37587 0.875
-3.375 0.875495

-3.375 0.875277
-3.35938 0.883949

-3.35938 0.88391
-3.34675 0.890625

-3.34706 0.890625
-3.34375 0.892387

-3.34375 0.892251
-3.32812 0.900204

-3.32812 0.900172
-3.31564 0.90625

-3.31591 0.90625
-3.3125 0.907912

-3.3125 0.907807
-3.29688 0.91508

-3.29688 0.915073
-3.28157 0.921875

-3.28188 0.921875
-3.28125 0.922155

-3.28125 0.922021
-3.26562 0.928645

-3.26562 0.928642
-3.25 0.934949

-3.25 0.934928
-3.2433 0.9375

-3.24339 0.9375
-3.23438 0.940964

-3.23438 0.940947
-3.21875 0.946647

-3.21875 0.946645
-3.20312 0.952049

-3.20312 0.95204
-3.19981 0.953125

-3.19984 0.953125
-3.1875 0.957163

-3.1875 0.957159
-3.17188 0.961984

-3.17188 0.961983
-3.15625 0.966524

-3.15625 0.966517
-3.14806 0.96875

-3.14811 0.96875
-3.14062 0.970792

-3.14062 0.970785
-3.125 0.974771

-3.125 0.97477
-3.10938 0.978485

-3.10938 0.978484
-3.09375 0.981929

-3.09375 0.981931
-3.08173 0.984375

-3.08168 0.984375
-3.07812 0.985098

-3.07812 0.985106
-3.0625 0.988021

-3.0625 0.98802
-3.04688 0.990673

-3.04688 0.990673
-3.03125 0.993066

-3.03125 0.993066
-3.01562 0.995202

-3.01562 0.995202
-3 0.997082

-3 0.997082
-2.98438 0.998709

-2.98438 0.998711
-2.96972 1

-2.79688 0.998729
-2.81137 1

-2.79688 0.99873
-2.78125 0.997108

-2.78125 0.997108
-2.76562 0.995234

-2.76562 0.995234
-2.75 0.993106

-2.75 0.993107
-2.73438 0.990723

-2.73438 0.990724
-2.71875 0.988084

-2.71875 0.988084
-2.70312 0.985185

-2.6875 0.982016
-2.69917 0.984375

-2.70312 0.985217
-2.69896 0.984375

-2.6875 0.982027
-2.67188 0.978605

-2.67188 0.978605
-2.65625 0.974917

-2.625 0.96668
-2.63264 0.96875

-2.65625 0.974918
-2.64062 0.97096

-2.64062 0.971007
-2.63229 0.96875

-2.625 0.966731
-2.60938 0.962224

-2.60938 0.962225
-2.59375 0.957438

-2.57812 0.952239
-2.58086 0.953125

-2.59375 0.957463
-2.58039 0.953125

-2.57812 0.952367
-2.5625 0.947005

-2.53125 0.935319
-2.53697 0.9375

-2.53125 0.935399
-2.51562 0.929141

-2.51562 0.929143
-2.5 0.922574

-2.5625 0.947006
-2.54688 0.94135

-2.54688 0.941395
-2.53665 0.9375

-2 0.44818
-2.00243 0.453125

-2.00244 0.453125
-2.01047 0.46875

-2.01562 0.478378
-2.01884 0.484375

-2.01884 0.484375
-2.02759 0.5

-2.01562 0.47836
-2.01047 0.46875

-2.39062 0.867269
-2.4041 0.875

-2.375 0.857788
-2.37767 0.859375

-2.39062 0.867302
-2.37737 0.859375

-2.48438 0.915687
-2.49841 0.921875

-2.5 0.922587
-2.49839 0.921875

-2.48438 0.91569
-2.46875 0.908478

-2.45312 0.900923
-2.46416 0.90625

-2.45312 0.900938
-2.4375 0.893053

-2.46875 0.908513
-2.46406 0.90625

-2.42188 0.884808
-2.43291 0.890625

-2.4375 0.893088
-2.43283 0.890625

-2.42188 0.884824
-2.40625 0.876231

-2.40625 0.876243
-2.40407 0.875

-2.34375 0.838007
-2.35259 0.84375

-2.375 0.857931
-2.35938 0.848191

-2.35938 0.84824
-2.35245 0.84375

-2.32812 0.827299
-2.32935 0.828125

-2.34375 0.838061
-2.32907 0.828125

-2.32812 0.827475
-2.3125 0.816461

-2.29688 0.804975
-2.30712 0.8125

-2.28125 0.792966
-2.2864 0.796875

-2.29688 0.805043
-2.28618 0.796875

-2.26562 0.780464
-2.2666 0.78125

-2.26562 0.780616
-2.25 0.767646

-2.28125 0.793067
-2.26642 0.78125

-2.3125 0.816448
-2.30697 0.8125

-2.21875 0.740057
-2.22983 0.75

-2.1875 0.709929
-2.1964 0.71875

-2.20312 0.725316
-2.21275 0.734375

-2.21875 0.740052
-2.21262 0.734375

-2.20312 0.725346
-2.19632 0.71875

-2.15625 0.677009
-2.16579 0.6875

-2.125 0.641037
-2.13781 0.65625

-2.14062 0.659461
-2.15152 0.671875

-2.15625 0.677079
-2.15156 0.671875

-2.14062 0.659492
-2.13783 0.65625

-2.17188 0.693857
-2.18076 0.703125

-2.1875 0.709976
-2.18076 0.703125

-2.17188 0.693885
-2.16587 0.6875

-2.0625 0.556613
-2.06638 0.5625

-2.10938 0.621601
-2.11201 0.625

-2.09375 0.601084
-2.09991 0.609375

-2.10938 0.621557
-2.09992 0.609375

-2.07812 0.57954
-2.08829 0.59375

-2.06638 0.5625
-2.07712 0.578125

-2.07812 0.57956
-2.07713 0.578125

-2.09375 0.601129
-2.08832 0.59375

-2.03125 0.50629
-2.03669 0.515625

-2.03669 0.515625
-2.04619 0.53125

-2.04688 0.532334
-2.05608 0.546875

-2.0625 0.556599
-2.05609 0.546875

-2.04688 0.532355
-2.0462 0.53125

-2.03125 0.506283
-2.02759 0.5

-2.11203 0.625
-2.12466 0.640625

-2.125 0.641041
-2.12466 0.640625

-2.23438 0.754132
-2.24766 0.765625

-2.25 0.767652
-2.24761 0.765625

-2.23438 0.754136
-2.22971 0.75

-2.96926 1
-2.96875 1.00004

-2.96875 1.00008
-2.95312 1.00121

-2.95312 1.00121
-2.9375 1.00208

-2.9375 1.00208
-2.92188 1.0027

-2.92188 1.0027
-2.90625 1.00308

-2.90625 1.00308
-2.89062 1.0032

-2.89062 1.0032
-2.875 1.00308

-2.875 1.00308
-2.85938 1.00271

-2.85938 1.00271
-2.84375 1.00209

-2.84375 1.00209
-2.82812 1.00122

-2.82812 1.00122
-2.8125 1.0001

-2.8125 1.00011
-2.81125 1

-1.895 0
-1.89548 0.03125

-1.89554 0.03125
-1.89615 0.046875

-1.89615 0.046875
-1.897 0.0625

-1.897 0.0625
-1.89809 0.078125

-1.89809 0.078125
-1.89942 0.09375

-1.89942 0.09375
-1.901 0.109375

-1.901 0.109375
-1.90282 0.125

-1.90625 0.149793
-1.90721 0.15625

-1.90721 0.15625
-1.90978 0.171875

-1.90978 0.171875
-1.9126 0.1875

-1.90282 0.125
-1.90489 0.140625

-1.90625 0.149791
-1.90489 0.140625

-1.9126 0.1875
-1.91568 0.203125

-1.91568 0.203125
-1.91901 0.21875

-1.92188 0.231195
-1.92261 0.234375

-1.92261 0.234375
-1.92647 0.25

-1.92188 0.231185
-1.91901 0.21875

-1.9375 0.289677
-1.93965 0.296875

-1.93965 0.296875
-1.9446 0.3125

-1.95312 0.337489
-1.95533 0.34375

-1.9446 0.3125
-1.94982 0.328125

-1.95312 0.337474
-1.94983 0.328125

-1.95534 0.34375
-1.96114 0.359375

-1.96114 0.359375
-1.96725 0.375

-1.92647 0.25
-1.93059 0.265625

-1.93059 0.265625
-1.93498 0.28125

-1.9375 0.289667
-1.93499 0.28125

-1.96875 0.378673
-1.97365 0.390625

-1.97365 0.390625
-1.98037 0.40625

-1.98438 0.415169
-1.98739 0.421875

-1.9874 0.421875
-1.99475 0.4375

-1.98438 0.415151
-1.98037 0.40625

-1.96875 0.378668
-1.96725 0.375

-2 0.448158
-1.99476 0.4375

